Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	Eosin: Mean	Eosin: Median	Eosin: Min	Eosin: Max	Eosin: Std.Dev.
kwa-4 肺_Default_Extended.tif	c660d8a6-f130-435c-acda-f98276949d63	Detection			Annotation	Polygon	213.13	661.07	90.25	44	0.5858	0.9413	12.5061	10.5	0.8218	0.7891	0.2529	2.6383	0.3114	0.7372	0.6361	-0.3338	1.6222	0.4685
kwa-4 肺_Default_Extended.tif	f792f053-2978-45d4-85f8-2745c16012d2	Detection			Annotation	Polygon	185.27	661.84	20.75	22	0.5387	0.9022	6.9462	4.5962	0.766	0.7561	0.4114	1.1261	0.1798	0.5695	0.456	0.1591	1.3744	0.3638
kwa-4 肺_Default_Extended.tif	451b897b-e913-4896-b6d2-cb0571eae87e	Detection			Annotation	Polygon	133.48	662.69	78	42	0.5557	0.93	12.7475	8.0638	0.5073	0.488	0.2268	1.1321	0.1634	0.4224	0.316	0.0146	1.5038	0.3064
kwa-4 肺_Default_Extended.tif	a94bece0-4217-40d1-b234-2843e5865537	Detection			Annotation	Polygon	144.14	663.42	77.25	40	0.6067	0.945	11.4018	9	0.6011	0.5952	0.2493	0.8966	0.1243	0.4333	0.3196	0.0036	1.5958	0.367
kwa-4 肺_Default_Extended.tif	0b0d5457-0fca-443d-ab84-7ce30c5b2145	Detection			Annotation	Polygon	157.28	663.63	51.5	33	0.5943	0.93	10.7703	6.4272	0.7335	0.7129	0.2627	1.3639	0.2019	0.6569	0.5622	0.0454	1.5955	0.4
kwa-4 肺_Default_Extended.tif	1209235e-7217-4b86-976c-a410b2c1ac30	Detection			Annotation	Polygon	180.09	665.25	58.5	37	0.537	0.9231	11.5109	7.1	0.6591	0.6182	0.2712	1.13	0.1653	0.4604	0.3242	0.0535	1.459	0.3723
kwa-4 肺_Default_Extended.tif	b84fadc8-6104-44d4-a787-a86ad6a51298	Detection			Annotation	Polygon	168.58	666.74	53.5	34	0.5816	0.9325	10.3329	7.5	0.5991	0.5934	0.2643	0.9704	0.1268	0.5473	0.3841	0.124	1.6108	0.3951
kwa-4 肺_Default_Extended.tif	a4941c41-405d-4ffb-9ced-e2f55148300e	Detection			Annotation	Polygon	226.88	666.71	33.75	29	0.5043	0.8852	8.4279	5.5	0.7076	0.7176	0.2429	1.2713	0.2355	0.7161	0.5727	0.0149	1.6684	0.4774
kwa-4 肺_Default_Extended.tif	af4006d0-3799-4f2a-8edc-da94ba044479	Detection			Annotation	Polygon	189.34	669.6	35.5	26	0.6599	0.9595	8.0777	5.5	1.1801	1.0511	0.3753	4.3539	0.6564	0.7641	0.8462	-1.4404	1.6074	0.5404
kwa-4 肺_Default_Extended.tif	d26f362c-88c3-431e-a810-fbc657624922	Detection			Annotation	Polygon	173.45	673.1	55.25	34	0.6006	0.9364	10.7005	7.7658	0.5169	0.5043	0.1934	0.9522	0.1704	0.3156	0.2692	0.1155	1.3244	0.1991
kwa-4 肺_Default_Extended.tif	7f8a47bc-31ab-4f8c-854c-a29f006633ac	Detection			Annotation	Polygon	116.24	673.1	88.25	45	0.5476	0.9388	15.2643	8.38	0.4209	0.3922	0.2356	0.8786	0.1159	0.2551	0.2072	0.11	1.4464	0.1749
kwa-4 肺_Default_Extended.tif	7d5d2eb9-4c41-4568-80ab-80c78d5dc480	Detection			Annotation	Polygon	155.97	673.11	94.75	46	0.5627	0.9346	14.2127	10.1193	0.5787	0.5613	0.25	0.93	0.1163	0.3373	0.2083	0.0521	1.5266	0.3397
kwa-4 肺_Default_Extended.tif	674bd005-26a4-4788-9be0-3fab98cd6bce	Detection			Annotation	Polygon	198.49	675.01	35.75	26	0.6646	0.9439	7.9057	6	0.7599	0.7762	0.2656	1.1031	0.179	0.8014	0.7655	0.0321	1.5843	0.4404
kwa-4 肺_Default_Extended.tif	887c84ff-927e-44b8-b3f7-064c59caae5f	Detection			Annotation	Polygon	229.78	675.3	37.25	31	0.4871	0.8817	9.7149	5.8962	0.5321	0.5151	0.2465	1.0725	0.1387	0.3246	0.2785	0.0896	1.3604	0.1955
kwa-4 肺_Default_Extended.tif	0d66208b-a3b9-43f9-8927-78f47c00bdbd	Detection			Annotation	Polygon	146.96	675.34	47.75	32	0.586	0.9205	9.6113	7.318	0.6153	0.5838	0.2698	1.0591	0.1666	0.4831	0.3333	0.0481	1.4919	0.3671
kwa-4 肺_Default_Extended.tif	a58d1b2e-9dd7-408b-aff8-dfcc3a8d63db	Detection			Annotation	Polygon	211.36	675.55	50	32	0.6136	0.9346	9.1345	7.5	0.8918	0.8945	0.4124	1.6435	0.2277	0.8101	0.8013	-0.0857	1.5127	0.4541
kwa-4 肺_Default_Extended.tif	61ce6010-8ff2-45ed-bcbc-910a5d6fa34b	Detection			Annotation	Polygon	129.48	676.22	75.5	40	0.593	0.9423	10.9225	9.5	0.5263	0.5138	0.2773	0.9243	0.1272	0.394	0.2946	0.1293	1.4985	0.2703
kwa-4 肺_Default_Extended.tif	56cc3775-82c5-4ef4-b196-2049aeb1d27f	Detection			Annotation	Polygon	182.64	677.39	42.75	31	0.559	0.9344	10.5119	5.7566	0.4662	0.4654	0.2161	0.7145	0.0898	0.2716	0.201	0.1095	1.5403	0.22
kwa-4 肺_Default_Extended.tif	21131f55-865a-48be-896a-a9d2ba6dabd1	Detection			Annotation	Polygon	221.16	677.14	72.5	40	0.5694	0.9355	13.435	8.4334	0.6555	0.642	0.2974	1.2824	0.1949	0.5516	0.392	0.0119	1.5944	0.4103
kwa-4 肺_Default_Extended.tif	2293b9a9-b43a-4735-8e10-3c86a0a0bf49	Detection			Annotation	Polygon	180.98	685.61	47.75	31	0.6244	0.9363	8.9401	7.5	0.4151	0.3941	0.1382	0.8478	0.1446	0.1865	0.183	-0.0775	0.4408	0.0829
kwa-4 肺_Default_Extended.tif	d30d076a-1a88-4817-8bb5-d90f41080f14	Detection			Annotation	Polygon	172.11	688.54	15.25	17	0.6631	0.9385	5.4203	4	0.9232	0.9872	0.2081	1.9079	0.3736	0.8013	0.7319	-0.1717	1.5639	0.4621
kwa-4 肺_Default_Extended.tif	cd5150d5-d233-4c73-9386-302d3701a189	Detection			Annotation	Polygon	216.38	692.68	57	46	0.3385	0.8246	17.2627	4.6562	0.5446	0.5359	0.272	0.9612	0.14	0.2951	0.1873	0.018	1.4523	0.2889
kwa-4 肺_Default_Extended.tif	eb35e530-238f-42a7-a39c-4ce5f35f764f	Detection			Annotation	Polygon	198.9	696.15	19.25	21	0.5485	0.8851	6.8101	4.5962	0.4243	0.4161	0.2176	0.7028	0.0915	0.301	0.2612	0.1031	1.5009	0.202
kwa-4 肺_Default_Extended.tif	f0de2f53-9d1f-4f4e-adde-3057bf6a4d55	Detection			Annotation	Polygon	138.14	696.21	106	49	0.5548	0.9391	15.1162	9.821	0.4342	0.414	0.1382	0.9671	0.1504	0.2446	0.1946	0.0141	1.395	0.1999
kwa-4 肺_Default_Extended.tif	8da7f924-0269-4932-bd85-9109df98cfb4	Detection			Annotation	Polygon	177.62	699.77	52.75	33	0.6087	0.9254	9.6838	7.2832	0.4619	0.4174	0.2583	1.0781	0.1615	0.2314	0.1844	0.0286	1.2989	0.1848
kwa-4 肺_Default_Extended.tif	c6c6f885-0d68-4251-beef-a87888ef427b	Detection			Annotation	Polygon	167.42	700.74	36.25	31	0.474	0.8709	10.3175	5.1995	0.5732	0.5284	0.3022	1.0679	0.1595	0.4382	0.2992	0.063	1.4857	0.3588
kwa-4 肺_Default_Extended.tif	689f068e-776b-4410-903c-0aa10496b25a	Detection			Annotation	Polygon	186.49	701.13	19.5	20	0.6126	0.9286	6.265	4.5	0.6907	0.6859	0.4052	1.0985	0.1503	0.6114	0.5286	0.0956	1.4508	0.3729
kwa-4 肺_Default_Extended.tif	c4bba11e-77d4-4a8b-8f56-a0f1332720e5	Detection			Annotation	Polygon	218.16	701.15	65	37	0.5967	0.9336	10.6108	8.5	0.4059	0.3704	0.1514	0.8457	0.1343	0.2535	0.2111	0.126	1.4173	0.153
kwa-4 肺_Default_Extended.tif	1a2cbead-e6f7-4cd6-a9db-580930dac838	Detection			Annotation	Polygon	186.75	706.11	12.5	16	0.6136	0.9091	4.7829	3.5	0.5993	0.6402	0.2919	0.8499	0.1552	0.7503	0.6603	0.1511	1.4988	0.455
kwa-4 肺_Default_Extended.tif	ce5fbbf5-48a3-4467-a13e-35df1ca6ecd2	Detection			Annotation	Polygon	198.05	706.11	14.75	18	0.5721	0.9077	6.0208	3.8891	0.8967	0.7772	0.1952	2.8461	0.5203	0.7119	0.5502	-0.2807	1.6611	0.5357
kwa-4 肺_Default_Extended.tif	e4295ec4-235f-4d05-b60e-43587edaa141	Detection			Annotation	Polygon	159.75	707.9	39.75	28	0.6371	0.9464	9.0139	6.5	0.5366	0.5211	0.3042	0.9366	0.1186	0.2901	0.2066	0.1229	1.4827	0.2444
kwa-4 肺_Default_Extended.tif	98678a47-2a63-4a5c-88de-dc9f877c51d5	Detection			Annotation	Polygon	232.86	707.67	51.25	32	0.6289	0.9382	9.8717	6.987	0.8284	0.8512	0.3009	1.2245	0.1774	0.8364	0.8584	0.0478	1.5188	0.445
kwa-4 肺_Default_Extended.tif	e8646ab3-51e0-4c3f-994e-24dae39c3515	Detection			Annotation	Polygon	208.63	707.6	46.75	33	0.5395	0.9257	10.2956	6.4846	0.5791	0.5223	0.2806	1.0458	0.1983	0.4566	0.2447	0.0639	1.5271	0.424
kwa-4 肺_Default_Extended.tif	e5e18825-192f-4328-8d9e-c603c0052ee1	Detection			Annotation	Polygon	127.01	711.59	82	42	0.5842	0.9385	11.8533	9	0.4258	0.3979	0.1067	0.8958	0.1387	0.2457	0.1816	0.0703	1.4729	0.2312
kwa-4 肺_Default_Extended.tif	a09e519c-8d9d-4e1d-a0b7-07460c3e4c90	Detection			Annotation	Polygon	150.52	712.77	40.5	31	0.5296	0.931	9.7082	5.6569	0.2788	0.2555	0.1424	0.6467	0.093	0.133	0.1301	0.0706	0.2394	0.0336
kwa-4 肺_Default_Extended.tif	3637f74b-a478-4ce9-9279-9347ed732554	Detection			Annotation	Polygon	200.76	715.07	58.25	40	0.4575	0.891	14.3178	5.4504	0.5272	0.5242	0.1747	0.9496	0.1805	0.528	0.3708	0.1206	1.5446	0.3827
kwa-4 肺_Default_Extended.tif	95cfdf63-8121-4363-b425-93642786938c	Detection			Annotation	Polygon	107.85	716.46	15	18	0.5818	0.9375	6.1847	3	0.3887	0.394	0.1919	0.5762	0.0949	0.2221	0.185	0.052	0.7386	0.1369
kwa-4 肺_Default_Extended.tif	e7bdf091-5b87-477f-844e-cfb45a916866	Detection			Annotation	Polygon	184.72	719.34	64.5	37	0.5921	0.9365	11.5109	8.121	0.5302	0.5119	0.2343	0.8901	0.1271	0.3228	0.2419	0.0887	1.399	0.2328
kwa-4 肺_Default_Extended.tif	bcea4abb-c923-495c-9508-59bd4336e117	Detection			Annotation	Polygon	233.84	721.23	64.5	37	0.5921	0.9365	10.5906	8.4	0.4119	0.4041	0.158	0.7047	0.1214	0.186	0.1352	-0.0466	1.5169	0.1839
kwa-4 肺_Default_Extended.tif	4ecc0b56-62b4-47f6-b0ef-8c61ec494256	Detection			Annotation	Polygon	138.85	721.91	33.75	27	0.5818	0.9153	7.9057	6	0.3011	0.2778	0.1319	0.5876	0.0897	0.1698	0.1646	0.1072	0.2428	0.0281
kwa-4 肺_Default_Extended.tif	680983b9-f0d1-4aa7-99bd-f02942d26530	Detection			Annotation	Polygon	108.67	723.83	28.5	24	0.6218	0.9461	7.6724	5	0.5046	0.4791	0.2063	0.9098	0.1497	0.525	0.3924	0.1958	1.5653	0.3446
kwa-4 肺_Default_Extended.tif	af2e34e4-ce96-46d6-a9e1-b843eb4bd4be	Detection			Annotation	Polygon	166.08	729.79	39	29	0.5827	0.9231	8.3247	6.7175	0.4881	0.4552	0.2258	1.1195	0.1652	0.2778	0.198	0.0725	1.3036	0.2288
kwa-4 肺_Default_Extended.tif	1ad3d01e-8087-49c0-b50a-181a4b0a206e	Detection			Annotation	Polygon	127.34	731.27	59.5	38	0.5178	0.9119	12.1017	7.4246	0.6805	0.624	0.2519	2.0663	0.2397	0.5561	0.3885	-0.0491	1.5738	0.4526
kwa-4 肺_Default_Extended.tif	da132cc8-79d9-4ea6-84fa-185e85ac8287	Detection			Annotation	Polygon	148.08	730.53	55	37	0.5049	0.8871	12.0208	6.7882	0.5383	0.5233	0.2106	1.0956	0.1681	0.5375	0.3497	0.0429	1.5955	0.4272
kwa-4 肺_Default_Extended.tif	86278365-2733-43a4-a1a6-d1f32f5bdd9f	Detection			Annotation	Polygon	181.49	731.96	31	29	0.4632	0.8493	9.1924	5.7118	0.4134	0.3738	0.1663	0.7975	0.1579	0.3826	0.2407	0.0802	1.6213	0.3372
kwa-4 肺_Default_Extended.tif	575f9e14-a68b-4047-afba-75022e519ab3	Detection			Annotation	Polygon	151.83	733	14	17	0.6088	0.9106	5.3852	3.5	0.5707	0.5802	0.2802	0.8603	0.143	0.5389	0.3757	0.2049	1.5508	0.3803
kwa-4 肺_Default_Extended.tif	974278e4-4ac3-4caf-b744-725d5588efaf	Detection			Annotation	Polygon	197.05	738	60.5	35	0.6206	0.9435	9.7308	8.5	0.5504	0.524	0.1188	1.1839	0.1859	0.1615	0.1336	-0.1628	1.2117	0.1759
kwa-4 肺_Default_Extended.tif	76d2673f-d542-4cca-b769-b8a29be6d762	Detection			Annotation	Polygon	183.62	744.02	71	39	0.5866	0.9327	11.4018	9	0.4067	0.3996	0.1065	1.0288	0.1519	0.3078	0.2295	0.0043	1.6207	0.284
kwa-4 肺_Default_Extended.tif	864b2025-90d6-4135-987e-a5f2261cabc5	Detection			Annotation	Polygon	120.94	745.42	73	41	0.5457	0.9329	13.2853	7.3973	0.4336	0.4182	0.2134	0.8401	0.1309	0.3528	0.2561	0.1182	1.5663	0.2822
kwa-4 肺_Default_Extended.tif	5daca96f-5abe-4de2-bb5e-50a2b33652f8	Detection			Annotation	Polygon	121.66	758.82	29.75	25	0.5982	0.9261	7.9057	5.4492	0.444	0.4348	0.2274	0.8533	0.1236	0.248	0.2004	0.0823	1.0265	0.151
kwa-4 肺_Default_Extended.tif	0883f6f5-28f0-42f0-b681-561c44c5d249	Detection			Annotation	Polygon	150.49	761.25	45.5	32	0.5584	0.9192	8.5909	7.6026	0.538	0.5228	0.2919	0.9932	0.1424	0.4069	0.2986	0.0786	1.5567	0.3213
kwa-4 肺_Default_Extended.tif	381e85e6-b769-4242-9027-404d61b01c2e	Detection			Annotation	Polygon	116.13	763.11	32.25	26	0.5995	0.9485	8.2765	5.5	0.5601	0.5408	0.1333	1.0634	0.2379	0.3912	0.1647	0.0379	1.4552	0.4103
kwa-4 肺_Default_Extended.tif	b2ec20e6-aabb-460d-b376-d3c6abb7bfff	Detection			Annotation	Polygon	312.5	87.89	30	27	0.5171	0.9266	9.3408	4.5	0.5971	0.6143	0.1577	0.9835	0.1735	0.5466	0.37	-0.1019	1.6762	0.4866
kwa-4 肺_Default_Extended.tif	8062e56d-9aa9-4372-b74e-4a6d659ce2b8	Detection			Annotation	Polygon	327.69	88.53	53.5	41	0.3999	0.8612	15.2315	6.5	0.5652	0.5663	0.1993	0.9633	0.1629	0.5294	0.3699	0.1068	1.723	0.3735
kwa-4 肺_Default_Extended.tif	0c917aef-0685-439e-bd03-09cecab23b61	Detection			Annotation	Polygon	351.38	88.52	41.25	30	0.576	0.9375	9.5253	6	0.4497	0.4287	0.2205	1.0235	0.1339	0.2957	0.2525	0.0964	1.1698	0.1615
kwa-4 肺_Default_Extended.tif	b363256d-9443-4fd4-86d1-b2f8bbe02ac5	Detection			Annotation	Polygon	379.31	88.62	41.25	31	0.5394	0.9322	9.6995	6.5	0.3917	0.3878	0.2498	0.7146	0.0721	0.1958	0.18	0.1204	0.4066	0.0486
kwa-4 肺_Default_Extended.tif	5185f8ee-b26e-4d61-8dd0-f69ab05d5ba1	Detection			Annotation	Polygon	257.09	88.93	26.75	23	0.6354	0.9345	7.2431	5	0.3964	0.3975	0.2179	0.6486	0.0833	0.2568	0.2307	0.1635	0.5996	0.0836
kwa-4 肺_Default_Extended.tif	574960be-9865-41ba-bad2-c442763661f6	Detection			Annotation	Polygon	249.03	92.02	82.25	41	0.6149	0.9413	13.1264	8	0.501	0.4813	0.2638	0.8999	0.1198	0.2833	0.236	0.1245	1.4824	0.1661
kwa-4 肺_Default_Extended.tif	58c3b240-ec5e-4cd9-b8ac-952933de9f4a	Detection			Annotation	Polygon	344.43	92.48	52.75	33	0.6087	0.9357	9.6113	7.8262	0.6868	0.719	0.2329	0.9855	0.1625	0.7645	0.6663	0.096	1.6487	0.4922
kwa-4 肺_Default_Extended.tif	a53178d7-cc96-4110-b555-70add4749164	Detection			Annotation	Polygon	286.26	92.52	73.25	40	0.5753	0.9391	11.1606	9.3915	0.336	0.3008	0.1504	0.6793	0.1049	0.2497	0.1996	0.0637	1.5799	0.1967
kwa-4 肺_Default_Extended.tif	3628e4bd-fe14-441d-856b-903265ab98cb	Detection			Annotation	Polygon	330.9	94.12	67	44	0.4349	0.8978	14.9833	6.0374	0.673	0.6638	0.2582	1.0964	0.1703	0.3992	0.2395	-0.1473	1.4727	0.4231
kwa-4 肺_Default_Extended.tif	d98a81ec-1cdd-43ab-b55e-a91689f3b076	Detection			Annotation	Polygon	238.82	95.74	97	44	0.6296	0.9616	14.3962	8.5	0.4699	0.4508	0.1782	1.1113	0.1402	0.275	0.2277	0.0831	1.579	0.1924
kwa-4 肺_Default_Extended.tif	2f0c99a5-9301-411d-9e26-b6ce5563a1f2	Detection			Annotation	Polygon	388.95	97.2	79.5	41	0.5943	0.9464	12.8062	8.8388	0.5011	0.4823	0.2685	0.92	0.1175	0.2934	0.2488	0.1282	1.421	0.156
kwa-4 肺_Default_Extended.tif	b27abd3b-8ab0-4923-8b9b-71dcc2cd049b	Detection			Annotation	Polygon	265.68	98.81	46.75	42	0.333	0.8462	14.8661	4.3305	0.3687	0.3641	0.2185	0.6647	0.0786	0.2855	0.2666	0.1672	0.6428	0.0654
kwa-4 肺_Default_Extended.tif	febb32e7-17f7-4129-9dea-83110b7ac20e	Detection			Annotation	Polygon	330.75	100.81	28	24	0.6109	0.9372	6.8382	6	0.4245	0.4132	0.1433	0.699	0.113	0.4167	0.3331	0.1449	1.5967	0.2797
kwa-4 肺_Default_Extended.tif	68e45076-b0d0-4edc-bc8f-1083d10ba340	Detection			Annotation	Polygon	355.47	101.23	57.5	37	0.5278	0.9312	11.8004	6.7175	0.6367	0.6085	0.281	1.2227	0.1586	0.3429	0.214	-0.0049	1.5398	0.3553
kwa-4 肺_Default_Extended.tif	6100230a-e0f1-441b-9130-5eea9645bd58	Detection			Annotation	Polygon	317.13	102.04	33.5	32	0.4111	0.8535	9.9247	5.2449	0.512	0.49	0.2337	0.9366	0.145	0.687	0.5334	0.1252	1.7162	0.5048
kwa-4 肺_Default_Extended.tif	de49a73d-7617-4e97-9b3d-d49b1684e06c	Detection			Annotation	Polygon	277.58	102.14	125	52	0.5809	0.9515	15.01	11.3137	0.3074	0.2988	0.1796	0.586	0.0718	0.1961	0.1837	0.0836	0.6909	0.0733
kwa-4 肺_Default_Extended.tif	7a589397-1362-4730-9390-e06aef890e24	Detection			Annotation	Polygon	305.26	102.12	57.25	35	0.5873	0.9443	10.1242	7.5	0.6205	0.5918	0.2125	1.0568	0.1618	0.5664	0.4414	0.0349	1.5438	0.3791
kwa-4 肺_Default_Extended.tif	72c1929f-4587-4ac1-bd20-be726144dc58	Detection			Annotation	Polygon	366.14	102.83	32.75	27	0.5645	0.9097	7.9426	6.261	0.4053	0.3802	0.1693	0.7459	0.117	0.2048	0.1441	0.0346	1.5738	0.2393
kwa-4 肺_Default_Extended.tif	fa61602c-d88f-4c87-a227-2d0913268589	Detection			Annotation	Polygon	250.23	106.69	93	44	0.6037	0.9551	13.9284	9	0.3272	0.3133	0.1695	0.7042	0.0897	0.239	0.2203	0.139	1.2752	0.1033
kwa-4 肺_Default_Extended.tif	f342904d-6e86-4d65-8a12-edce5eb5da9e	Detection			Annotation	Polygon	321.23	108.14	35.25	29	0.5267	0.8952	8.3104	6.0634	0.4373	0.428	0.2168	0.7139	0.0985	0.3759	0.2296	0.1166	1.63	0.368
kwa-4 肺_Default_Extended.tif	34baaf6b-dec4-432f-833e-b4930282496d	Detection			Annotation	Polygon	376.66	108.83	76.75	41	0.5737	0.9403	11.6619	9.1924	0.4381	0.4252	0.184	0.6945	0.1045	0.1919	0.1853	-0.0608	0.6348	0.1146
kwa-4 肺_Default_Extended.tif	e40779d1-28a6-4b79-bd7d-0c4fce20fec9	Detection			Annotation	Polygon	407.24	109.84	76.5	38	0.6657	0.9563	11.1189	9.5	0.6105	0.584	0.2353	1.5765	0.1663	0.4479	0.3106	0.1329	1.6472	0.3491
kwa-4 肺_Default_Extended.tif	89ad0c68-a4d4-45ea-827c-1b3c5f564f68	Detection			Annotation	Polygon	361.04	109.7	57.5	32	0.7056	0.9644	10.2591	8	0.5717	0.5395	0.2401	1.0505	0.1804	0.487	0.3508	0.0789	1.4727	0.344
kwa-4 肺_Default_Extended.tif	97170072-bf16-4841-8f2c-8e26a611b15b	Detection			Annotation	Polygon	423.77	109.8	72.75	38	0.6331	0.9479	10.7256	9.5	0.5989	0.5788	0.1851	1.0232	0.1792	0.5145	0.3222	0.0942	1.6358	0.424
kwa-4 肺_Default_Extended.tif	194c469c-3975-435a-ab18-d108cff10515	Detection			Annotation	Polygon	392.19	114.16	61.75	42	0.4399	0.8138	12.3499	8.9738	0.5887	0.5762	0.2408	1.0654	0.1759	0.4193	0.3187	0.0614	1.4824	0.3106
kwa-4 肺_Default_Extended.tif	1b924fe4-5347-4bad-ad78-57b632831484	Detection			Annotation	Polygon	293.47	117.15	95.25	47	0.5419	0.9281	15.0083	9.0991	0.4246	0.4166	0.1525	0.8258	0.1049	0.1865	0.1255	-0.0051	1.6062	0.2052
kwa-4 肺_Default_Extended.tif	3e4f0475-b7dc-417b-ab39-fe6646e92222	Detection			Annotation	Polygon	362.02	117.43	44.5	32	0.5461	0.9271	10.9659	5.7983	0.4959	0.4728	0.2306	0.8841	0.143	0.4013	0.2212	0.1028	1.571	0.3821
kwa-4 肺_Default_Extended.tif	fbe4ece6-fc47-4f5c-ab29-7b2de08ed6c4	Detection			Annotation	Polygon	269.06	118.49	61	38	0.5309	0.9242	11.8004	7.1554	0.6177	0.5529	0.2352	1.5212	0.209	0.3938	0.2178	-0.1559	1.5506	0.4181
kwa-4 肺_Default_Extended.tif	80bb9312-cd0d-44dc-ae2a-7eb2e8a4c364	Detection			Annotation	Polygon	452.1	118.93	19.25	20	0.6048	0.9059	6.1033	4.8507	0.5116	0.4671	0.2391	0.9875	0.1891	0.4118	0.3205	-0.0273	1.4297	0.3441
kwa-4 肺_Default_Extended.tif	4031a16c-47e4-49d5-8de7-d95955841c01	Detection			Annotation	Polygon	396.43	120.23	50.25	34	0.5462	0.9136	10.9202	6.3185	0.6006	0.597	0.224	1.011	0.1503	0.632	0.465	0.0587	1.6922	0.4867
kwa-4 肺_Default_Extended.tif	abb29c22-d68b-422f-b0ed-a009a77686d5	Detection			Annotation	Polygon	256.14	121.31	57.25	36	0.5551	0.9105	10.2882	8.8544	0.6662	0.6111	0.1376	1.4414	0.2701	0.5587	0.3772	0.0141	1.5454	0.4158
kwa-4 肺_Default_Extended.tif	b619f3e2-8e8b-4dbb-ad59-3e79f55c2b2b	Detection			Annotation	Polygon	417.29	123.74	19.75	23	0.4692	0.8634	7.8262	3.7947	0.6679	0.6801	0.2632	1.0139	0.1784	0.6631	0.4901	0.0966	1.5498	0.4409
kwa-4 肺_Default_Extended.tif	b2d98cdf-9681-4696-8c92-8d5007e6d92e	Detection			Annotation	Polygon	318.55	128.26	85	47	0.4835	0.9091	14.9833	7.7813	0.4951	0.4556	0.1108	1.3134	0.1606	0.2361	0.226	-0.0585	1.3573	0.1365
kwa-4 肺_Default_Extended.tif	edecdd30-3d26-4f30-bcfa-0270dd4a726f	Detection			Annotation	Polygon	236.14	128.87	24.5	24	0.5345	0.9032	8.7321	3.9836	0.3748	0.3751	0.2575	0.4873	0.0512	0.1501	0.1481	0.0067	0.3277	0.08
kwa-4 肺_Default_Extended.tif	7b8afaff-68b6-4c76-9b9a-94b142dbe0d0	Detection			Annotation	Polygon	306.2	128.51	43.25	31	0.5656	0.9227	9.3005	6.6	0.8672	0.9107	0.2543	1.5038	0.2579	0.5712	0.4495	-0.1047	1.5713	0.5352
kwa-4 肺_Default_Extended.tif	34258b76-7070-47ad-a7fc-3da2b5a6c103	Detection			Annotation	Polygon	340.89	129.48	62.25	40	0.4889	0.8925	12.3491	7.8824	0.6097	0.5979	0.1995	1.0619	0.1663	0.4762	0.3125	0.0948	1.5757	0.397
kwa-4 肺_Default_Extended.tif	ad1f363e-306f-4448-b0ac-71b3614ee518	Detection			Annotation	Polygon	406.11	134.86	45.25	34	0.4919	0.9165	11.0171	6.0104	0.7321	0.7174	0.2542	1.3969	0.2205	0.6481	0.5535	0.0329	1.5899	0.436
kwa-4 肺_Default_Extended.tif	5862dff4-0710-4bbf-ae47-c86312094d69	Detection			Annotation	Polygon	351.46	135.74	51.75	33	0.5972	0.9345	9.7082	7	0.6596	0.6181	0.3102	1.4782	0.2036	0.5816	0.3749	0.0608	1.6276	0.4501
kwa-4 肺_Default_Extended.tif	15f6af8d-6d8e-426e-935b-850371ed08b4	Detection			Annotation	Polygon	310.86	136.96	75	41	0.5607	0.9404	11.9404	8.8388	0.3978	0.3802	0.1895	0.8226	0.1117	0.2605	0.2221	0.0608	1.4014	0.1483
kwa-4 肺_Default_Extended.tif	5157c52e-9d5c-4432-af1d-9079f2745ac0	Detection			Annotation	Polygon	300.08	138.3	41.25	36	0.4	0.8376	12.1758	5.0138	0.7875	0.8097	0.2421	1.4304	0.2564	0.5376	0.4505	-0.2152	1.4964	0.5223
kwa-4 肺_Default_Extended.tif	1036c5ae-cd65-40c1-a06f-9f39aaf50ef1	Detection			Annotation	Polygon	404.38	144.66	49	32	0.6013	0.9356	10.1242	6.5	0.5792	0.5724	0.2561	1.044	0.1796	0.396	0.2739	0.0335	1.5029	0.379
kwa-4 肺_Default_Extended.tif	a0b203af-c5c5-45f8-bd7b-207362227464	Detection			Annotation	Polygon	275.17	145.75	17.75	19	0.6179	0.9221	5.8696	4	0.3165	0.3047	0.1759	0.5193	0.0741	0.0708	0.0618	-0.0011	0.2014	0.046
kwa-4 肺_Default_Extended.tif	81d357b9-2203-4ddd-8e69-6374e73c6073	Detection			Annotation	Polygon	377.13	146	35.5	28	0.569	0.9132	7.6538	6.6564	0.5641	0.5579	0.2585	1.0168	0.1451	0.2682	0.2292	-0.0275	1.3664	0.2326
kwa-4 肺_Default_Extended.tif	6ea5fddb-bd2e-4e05-888a-0345e1477c9c	Detection			Annotation	Polygon	413.35	147.18	23	21	0.6554	0.934	6.5192	5	0.4837	0.5156	0.131	0.7135	0.1363	0.6102	0.4358	0.097	1.6036	0.4478
kwa-4 肺_Default_Extended.tif	6d3cb876-35e9-4ae0-b57d-eadf4563f88d	Detection			Annotation	Polygon	308.96	147.85	62.75	36	0.6084	0.9094	10.7142	8.475	0.6946	0.6685	0.2449	1.2168	0.2184	0.7453	0.6572	0.0268	1.6521	0.4373
