Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	Eosin: Mean	Eosin: Median	Eosin: Min	Eosin: Max	Eosin: Std.Dev.
kwa-4 肺_Default_Extended.tif	3e24719d-442d-4ec9-84ca-5a69279a4d00	Detection			Annotation	Polygon	131.08	88.42	29.25	27	0.5042	0.9141	9.434	4.9923	0.3986	0.3943	0.1978	0.6588	0.1091	0.2483	0.24	0.0614	0.7562	0.1146
kwa-4 肺_Default_Extended.tif	598d66d9-734c-4db5-804d-0aa4f760bf7f	Detection			Annotation	Polygon	117.67	90.17	55.5	42	0.3954	0.9006	15.0083	5.5578	0.519	0.5271	0.1519	0.9496	0.1567	0.33	0.2129	-0.0529	1.6474	0.3495
kwa-4 肺_Default_Extended.tif	1cd08a93-f23a-4ebc-aeb4-5d886ccfab64	Detection			Annotation	Polygon	168.66	90.87	55.5	37	0.5094	0.9006	11.0602	7.7476	0.3329	0.3345	0.131	0.537	0.0709	0.1998	0.1961	0.0419	0.3484	0.0531
kwa-4 肺_Default_Extended.tif	bf2d506f-404d-4694-9e1b-ada1cea8471e	Detection			Annotation	Polygon	178.82	94.95	61	38	0.5309	0.9242	12.0934	7	0.437	0.4157	0.2747	0.7833	0.106	0.3255	0.2799	0.1476	0.9844	0.1605
kwa-4 肺_Default_Extended.tif	8abfa2ff-ee54-4d22-bba0-def68794c002	Detection			Annotation	Polygon	229.79	96.46	69.75	40	0.5478	0.9442	14.3178	6	0.4217	0.4247	0.2125	0.6974	0.0964	0.3077	0.23	0.0999	1.6556	0.2365
kwa-4 肺_Default_Extended.tif	03e48a03-319a-4489-a41d-18e9d8e5103d	Detection			Annotation	Polygon	119.42	96.8	53.75	36	0.5212	0.9053	12.53	6.5	0.5087	0.5217	0.2538	0.8446	0.1346	0.244	0.1937	-0.0183	1.4693	0.1981
kwa-4 肺_Default_Extended.tif	81fa0a16-e9ed-4db9-9dbe-a1bfcac742c4	Detection			Annotation	Polygon	188.85	98.38	70.5	42	0.5022	0.9231	13.4629	7.2421	0.4067	0.3916	0.2066	0.8309	0.1153	0.2722	0.211	0.107	1.6068	0.2126
kwa-4 肺_Default_Extended.tif	0d4f75d0-3049-4617-8760-9eef9045783a	Detection			Annotation	Polygon	199.94	99	76.5	40	0.6008	0.9358	12.0934	8.4477	0.5192	0.5002	0.2567	0.9115	0.1216	0.416	0.3008	0.1825	1.5074	0.283
kwa-4 肺_Default_Extended.tif	9ffbc641-9da2-46fb-bb3b-ea3e5dccc4c8	Detection			Annotation	Polygon	124.42	101.15	85.5	48	0.4663	0.9036	16.14	8.0498	0.5473	0.5465	0.2851	0.8993	0.1098	0.436	0.3241	0.1051	1.5588	0.2978
kwa-4 肺_Default_Extended.tif	912e2dc0-13b5-4871-9d37-d7804c557922	Detection			Annotation	Polygon	215.42	103.22	101.25	46	0.6013	0.9485	12.9234	10.9567	0.4316	0.427	0.2197	0.6838	0.0709	0.2439	0.23	0.0903	0.8003	0.0936
kwa-4 肺_Default_Extended.tif	210e7ead-2f59-4d18-a465-7a3635c87ba5	Detection			Annotation	Polygon	159.76	112.09	30.5	26	0.567	0.9313	8.9443	4.9015	0.5608	0.5491	0.2256	0.9683	0.1923	0.7193	0.5912	0.1935	1.6973	0.4411
kwa-4 肺_Default_Extended.tif	d58bcf0c-e01a-461f-bbfe-ddd8dc4678eb	Detection			Annotation	Polygon	134.19	114.73	127	51	0.6136	0.9567	15.2332	11	0.3554	0.3412	0.1571	0.8454	0.1025	0.2062	0.1896	0.0239	1.5099	0.132
kwa-4 肺_Default_Extended.tif	60b311aa-14ec-4731-9e3b-46d97ac34825	Detection			Annotation	Polygon	196.72	117.51	23.5	22	0.6101	0.9216	6.446	5.3666	0.3947	0.3769	0.2458	0.7772	0.0892	0.2287	0.1858	0.1363	1.469	0.1533
kwa-4 肺_Default_Extended.tif	2ba1ddba-4c02-47a4-ac67-f837c72dae86	Detection			Annotation	Polygon	185.16	122.75	8	13	0.5949	0.9014	4.3012	3	0.3876	0.3887	0.24	0.6042	0.0906	0.1711	0.1651	0.0484	0.3329	0.0656
kwa-4 肺_Default_Extended.tif	3b55a592-ba70-4798-a7c4-0dad7fd8ac3b	Detection			Annotation	Polygon	198.89	124.01	23.5	22	0.6101	0.9307	7.1589	4.5	0.5715	0.5475	0.2505	0.8592	0.1297	0.7494	0.5772	0.2513	1.6929	0.4541
kwa-4 肺_Default_Extended.tif	fc314dc9-3254-4572-b557-5295d2ba6770	Detection			Annotation	Polygon	193.47	125.67	23.5	27	0.4051	0.8624	8.853	3.8891	0.4868	0.4887	0.2125	0.8647	0.1427	0.5366	0.3624	0.0878	1.6226	0.4314
kwa-4 肺_Default_Extended.tif	d2c906d0-115f-4a5f-8f6b-e1215f851e23	Detection			Annotation	Polygon	136.16	126.91	39.25	33	0.4529	0.9049	10.7005	5.3033	0.5239	0.5187	0.2428	0.8805	0.1235	0.4344	0.3556	0.0976	1.6303	0.2896
kwa-4 肺_Default_Extended.tif	84d3fa33-2459-4093-946f-52f8f12c5086	Detection			Annotation	Polygon	130.18	128.66	39.25	33	0.4529	0.8464	9.6113	6.7529	0.5007	0.4865	0.2807	0.9219	0.1143	0.3385	0.242	0.0343	1.5701	0.2863
kwa-4 肺_Default_Extended.tif	9f88e349-4fac-4407-a62a-45628d5e64c5	Detection			Annotation	Polygon	170.85	128.37	9.75	17	0.424	0.8478	5.831	2.6833	0.8065	0.8894	0.4299	1.1182	0.1879	0.7625	0.7066	0.1725	1.3464	0.447
kwa-4 肺_Default_Extended.tif	8650e248-5c24-4564-b4db-b184283570d2	Detection			Annotation	Polygon	206.79	130.26	36.5	28	0.585	0.9241	8.743	6	0.5384	0.5304	0.2312	0.9305	0.141	0.2668	0.1892	-0.0507	1.631	0.2411
kwa-4 肺_Default_Extended.tif	659ffd01-e5c6-416f-90af-fb9922449801	Detection			Annotation	Polygon	174.32	134.16	33.5	28	0.537	0.9024	8.0278	6.5	0.4762	0.471	0.2426	0.8751	0.1052	0.2272	0.2116	0.0968	0.6178	0.0848
kwa-4 肺_Default_Extended.tif	b09a507e-4eaa-4dcb-9dea-e33ed5b9ce81	Detection			Annotation	Polygon	216.06	134.55	44.25	34	0.481	0.91	9.4187	6.364	0.3052	0.2923	0.1808	0.5127	0.0652	0.1906	0.1871	0.0902	0.4455	0.0545
kwa-4 肺_Default_Extended.tif	85417138-f772-4cbd-9d62-737155e9d17e	Detection			Annotation	Polygon	184.6	136.85	46.5	32	0.5706	0.93	9.0854	7.0711	0.9107	0.8921	0.2365	2.2001	0.3202	0.6935	0.6125	-0.4018	1.7243	0.5242
kwa-4 肺_Default_Extended.tif	decb2c61-f993-47a9-818e-05f5d02551d1	Detection			Annotation	Polygon	165.49	137.23	45.25	30	0.6318	0.9403	8.6023	7.5	0.8167	0.842	0.302	1.2779	0.1971	0.8349	0.8345	0.0225	1.5499	0.4873
kwa-4 肺_Default_Extended.tif	46e5284a-7e68-4bc9-941c-d844670259e9	Detection			Annotation	Polygon	224.25	138.81	49.25	37	0.4521	0.9163	12.3491	5.6569	0.4566	0.4305	0.1896	0.8378	0.1211	0.4081	0.2788	0.1041	1.5851	0.3509
kwa-4 肺_Default_Extended.tif	baea46cc-ff29-4a7e-92ae-a01e40b22ce3	Detection			Annotation	Polygon	209.87	141.04	48.75	32	0.5983	0.9375	9.2314	7.5	0.7944	0.7954	0.269	1.556	0.2058	0.554	0.3909	-0.1663	1.4865	0.4614
kwa-4 肺_Default_Extended.tif	9c8a9b67-9340-4e58-81c4-f1153f1a21c4	Detection			Annotation	Polygon	201.54	145.78	44.25	30	0.6178	0.939	8.7579	7	0.873	0.8869	0.1611	2.3162	0.3056	0.6147	0.5451	-0.1468	1.6671	0.5375
kwa-4 肺_Default_Extended.tif	b05d9132-4a4c-41cc-bb98-c8ffd3fc5e3e	Detection			Annotation	Polygon	150.55	148.92	88.25	42	0.6287	0.9528	11.4632	10.5	0.4272	0.4067	0.1649	0.9077	0.1345	0.2553	0.228	0.0734	1.3511	0.1349
kwa-4 肺_Default_Extended.tif	5992ae8e-7e9a-4ed7-a6ef-31087b759148	Detection			Annotation	Polygon	186.2	151.41	58	36	0.5624	0.9116	11.2848	7.5	0.5176	0.4948	0.1332	1.0244	0.1709	0.298	0.1697	-0.0764	1.715	0.3787
kwa-4 肺_Default_Extended.tif	550b1600-7594-4405-b931-f637eced7795	Detection			Annotation	Polygon	125.08	152.95	71	44	0.4609	0.9045	13.8339	7.7658	0.5073	0.4557	0.2135	1.0751	0.1619	0.382	0.2653	0.1169	1.4889	0.2896
kwa-4 肺_Default_Extended.tif	e41149e7-91d2-4ea7-8eac-d7421451bbb7	Detection			Annotation	Polygon	135.9	155.69	85.75	45	0.5321	0.9372	14.151	8.8388	0.4761	0.4653	0.29	0.8371	0.1106	0.2999	0.2646	0.0987	1.4789	0.1615
kwa-4 肺_Default_Extended.tif	8aa4e987-f907-4fe1-abe3-a2222e2ff37e	Detection			Annotation	Polygon	208.91	157.37	55.25	34	0.6006	0.9384	11.1018	7.5	0.4582	0.4343	0.2187	0.9437	0.1615	0.325	0.2375	-0.0071	1.4425	0.2694
kwa-4 肺_Default_Extended.tif	9ac5a82f-b61a-43ef-a0e6-7206a9faec52	Detection			Annotation	Polygon	169.99	154.13	98.75	49	0.5168	0.9272	17.3566	7	0.5036	0.4797	0.1807	1.0142	0.1565	0.2963	0.2336	-0.0344	1.4827	0.2783
kwa-4 肺_Default_Extended.tif	df811f73-e826-41ab-bdcc-35894a647cef	Detection			Annotation	Polygon	179.66	159.73	50.25	33	0.5799	0.9371	10.5475	6.7989	0.2791	0.2827	0.1398	0.5189	0.0746	0.1338	0.1394	-0.0263	0.3366	0.0788
kwa-4 肺_Default_Extended.tif	9f1bd5d0-a913-4d74-8677-4e2c69cdf1b9	Detection			Annotation	Polygon	125.94	161.48	72	54	0.3103	0.8862	20.1556	5.2923	0.4657	0.4297	0.1134	0.9196	0.1694	0.4686	0.2845	0.1139	1.6905	0.3953
kwa-4 肺_Default_Extended.tif	3fed30e7-85ab-4c64-9b86-e13a42c8df41	Detection			Annotation	Polygon	215.23	162.17	23.25	22	0.6037	0.9163	6.4031	5.3033	0.6218	0.6171	0.3193	0.9698	0.1486	0.0424	0.0466	-0.2544	0.288	0.0962
kwa-4 肺_Default_Extended.tif	fbe024c6-ea49-405c-86e0-fa0221463d45	Detection			Annotation	Polygon	227.12	162.22	78	41	0.5831	0.9327	12.9808	8	0.5383	0.5193	0.2188	1.4698	0.1617	0.2477	0.2049	-0.1837	1.5677	0.2318
kwa-4 肺_Default_Extended.tif	e503fb18-0171-4d85-bf55-176de5493cd8	Detection			Annotation	Polygon	192.28	163.7	63	38	0.5483	0.9403	11.2361	7.4246	0.4374	0.412	0.1943	1.1321	0.1458	0.2128	0.1861	-0.0738	1.4792	0.2136
kwa-4 肺_Default_Extended.tif	7971977c-dadb-4226-b0d7-d06ac453c8d5	Detection			Annotation	Polygon	115.55	163.99	59.5	41	0.4448	0.8782	14.3178	6.5	0.558	0.5496	0.2474	1.1202	0.1436	0.5051	0.3869	0.0887	1.706	0.3448
kwa-4 肺_Default_Extended.tif	6ddbeda5-6472-4093-9e04-e9ad6af01283	Detection			Annotation	Polygon	219.17	166.63	31.5	26	0.5856	0.9231	7.9057	6.0104	0.7783	0.7123	0.1762	2.0774	0.3811	0.7844	0.7851	-0.2757	1.7101	0.5275
kwa-4 肺_Default_Extended.tif	65ec5ee3-ec3b-40e7-b4a6-70f47ea5d704	Detection			Annotation	Polygon	147.02	168.66	25.5	30	0.356	0.8226	10.9772	4.0249	0.8989	0.7929	0.2017	2.6659	0.4662	0.5722	0.4603	-0.0782	1.5887	0.4581
kwa-4 肺_Default_Extended.tif	a44f9d32-64d9-4e10-8d6f-13ce5b2c2482	Detection			Annotation	Polygon	125.46	171.34	129.25	63	0.4092	0.9232	23.7592	7.2299	0.4987	0.4946	0.1808	0.951	0.1145	0.292	0.2497	-0.0359	1.5477	0.2267
kwa-4 肺_Default_Extended.tif	1b608962-9504-4c71-8b29-45f108b7902a	Detection			Annotation	Polygon	233.88	171.42	38	29	0.5678	0.924	8.3837	6.5	0.4145	0.3691	0.1497	0.8829	0.1621	0.3656	0.2809	0.0206	1.6557	0.3569
kwa-4 肺_Default_Extended.tif	386aefc8-d861-4de6-9c79-c280f4f3196e	Detection			Annotation	Polygon	156.7	171.12	83.75	53	0.3747	0.8993	19.5256	5.9656	0.4186	0.4103	0.2014	0.6859	0.095	0.2973	0.2637	0.0944	1.5477	0.1699
kwa-4 肺_Default_Extended.tif	eb8e2839-ce41-44dc-ae24-2dfffe77e091	Detection			Annotation	Polygon	173.52	175.79	67	38	0.5831	0.9338	10.7935	8.5	0.4358	0.4348	0.2461	0.7314	0.086	0.1895	0.1699	-0.0195	1.096	0.116
kwa-4 肺_Default_Extended.tif	6c1610fd-9d04-4707-a642-afd1e995d5c4	Detection			Annotation	Polygon	163.97	176.85	65.25	47	0.3712	0.8182	16.1316	7	0.5899	0.5818	0.2025	1.0229	0.1442	0.4149	0.2601	0.0387	1.5402	0.37
kwa-4 肺_Default_Extended.tif	3defa0d0-4689-405e-bc70-e4d74d825d1c	Detection			Annotation	Polygon	225.45	180.09	44	31	0.5754	0.9239	9.3941	6.6408	0.8755	0.8295	0.377	1.6203	0.2598	0.7249	0.6573	0.0076	1.6216	0.426
kwa-4 肺_Default_Extended.tif	5fdd8fda-4370-4f42-b515-2c3714c5b805	Detection			Annotation	Polygon	219.61	186.85	83.5	49	0.437	0.8942	15.7003	8.9858	0.5293	0.5075	0.1955	0.9198	0.1919	0.4788	0.2792	0.0809	1.6961	0.4181
kwa-4 肺_Default_Extended.tif	52c65f02-1662-4ed2-8672-6684f29f4172	Detection			Annotation	Polygon	158.4	189.74	27.75	30	0.3875	0.8473	10.4043	4.1603	0.6843	0.5955	0.2807	1.8337	0.3114	0.2854	0.1687	-0.1766	1.4219	0.3289
kwa-4 肺_Default_Extended.tif	c9341926-c571-4ec8-9188-6a27fc028d72	Detection			Annotation	Polygon	171.79	194.26	33.5	26	0.6227	0.9241	8.1394	6.364	0.5527	0.5356	0.3089	1.0127	0.1252	0.1611	0.1328	-0.0044	0.9365	0.1201
kwa-4 肺_Default_Extended.tif	03806acd-cced-4394-a31d-a7a73eb9b593	Detection			Annotation	Polygon	134.21	196.06	95	44	0.6166	0.9418	12.179	10.5	0.4166	0.4035	0.2185	0.9248	0.1215	0.2736	0.2134	0.1079	1.5173	0.2202
kwa-4 肺_Default_Extended.tif	86f4c6bd-2851-4e7b-a440-167ce378c96b	Detection			Annotation	Polygon	229.92	198.1	40	32	0.4909	0.904	10.5948	5.7056	0.5102	0.5004	0.2721	0.8142	0.1301	0.6288	0.4786	0.1335	1.7547	0.4052
kwa-4 肺_Default_Extended.tif	afb03143-9da9-4fcf-8f8a-63d2d803d4e9	Detection			Annotation	Polygon	161.79	197.79	81.25	43	0.5522	0.9299	13.4629	8.0408	0.4323	0.4128	0.1189	0.8454	0.1317	0.2622	0.2074	-0.0816	1.5779	0.2257
kwa-4 肺_Default_Extended.tif	b620eca5-98f2-47c9-ad3d-f6308d182ec7	Detection			Annotation	Polygon	115.37	202.71	82.5	44	0.5355	0.9375	14.0089	8.4971	0.4743	0.4619	0.2736	0.8134	0.1087	0.2306	0.1961	0.0882	1.4892	0.1638
kwa-4 肺_Default_Extended.tif	05784604-0dde-478b-a3df-86b126a9f63a	Detection			Annotation	Polygon	176.65	202.67	39.75	29	0.594	0.9191	8.7579	6.5	0.6728	0.6398	0.3328	1.1715	0.1939	0.5822	0.4018	-0.0197	1.6943	0.4709
kwa-4 肺_Default_Extended.tif	e1c932d6-e4b7-4f8b-b0ac-e194ab1db309	Detection			Annotation	Polygon	133.15	205.5	58	35	0.595	0.9528	11.5434	6.5	0.3096	0.299	0.1783	0.6223	0.0681	0.2258	0.208	0.1047	0.5532	0.0686
kwa-4 肺_Default_Extended.tif	83e5cbd6-1996-4de1-b671-827e3f56958e	Detection			Annotation	Polygon	170.07	208.24	68.75	38	0.5983	0.9354	10.7529	9	0.59	0.5432	0.1946	1.7023	0.2217	0.3298	0.264	-0.1402	1.618	0.2598
kwa-4 肺_Default_Extended.tif	f7c76a58-a39c-4e40-b000-647737005e39	Detection			Annotation	Polygon	110.29	208.26	60	43	0.4078	0.8939	14.8408	6.4331	0.3839	0.391	0.1266	0.5844	0.0982	0.2421	0.2343	0.1001	0.5114	0.0729
kwa-4 肺_Default_Extended.tif	989cdc4c-f150-4d82-8475-b6ced6dbedd2	Detection			Annotation	Polygon	150.63	209.59	52.75	33	0.6087	0.9357	10.1242	7	0.3327	0.3067	0.1572	0.8076	0.1048	0.1793	0.1489	0.0613	1.4321	0.1411
kwa-4 肺_Default_Extended.tif	e6157480-5e63-4dd4-b1b0-b3d2b869206e	Detection			Annotation	Polygon	190.21	218.33	72	39	0.5949	0.9412	11.6619	8.2735	0.5664	0.5145	0.2387	1.0839	0.1773	0.3891	0.2476	-0.0411	1.5376	0.365
kwa-4 肺_Default_Extended.tif	33af9c7c-62bd-424b-b942-f30c92bac19e	Detection			Annotation	Polygon	164.64	220.32	57.5	35	0.5899	0.9331	10.7727	7.5	0.635	0.6505	0.1029	1.1542	0.213	0.7702	0.6548	0.0314	1.869	0.4708
kwa-4 肺_Default_Extended.tif	e9248849-1e9d-4b47-8bb4-c0524bf25182	Detection			Annotation	Polygon	218.12	222.14	77.5	39	0.6403	0.9553	11.5434	8.5	0.497	0.4791	0.2021	0.8063	0.1064	0.3667	0.2611	0.1103	1.6508	0.2844
kwa-4 肺_Default_Extended.tif	6a1f907c-592a-4616-bd68-8f09af6b7afd	Detection			Annotation	Polygon	129.2	229.27	51	34	0.5544	0.9189	10.7935	6.5	0.7939	0.8004	0.2694	1.884	0.2464	0.7072	0.6757	-0.0544	1.6163	0.5131
kwa-4 肺_Default_Extended.tif	3a1d7da0-47f9-4a29-8c31-18557a516c26	Detection			Annotation	Polygon	233.68	233.36	74	39	0.6114	0.9193	12.0841	8.5	0.5065	0.4944	0.2422	0.9514	0.1278	0.3166	0.2186	-0.0108	1.638	0.2972
kwa-4 肺_Default_Extended.tif	178bcd62-e127-4b1b-a07b-2e315bb60e47	Detection			Annotation	Polygon	192.64	235.3	74.25	45	0.4608	0.8748	14.2127	8.0482	0.557	0.5316	0.2076	1.0198	0.1554	0.4871	0.2932	-0.0184	1.6805	0.446
kwa-4 肺_Default_Extended.tif	75cc7054-1031-4d7d-9b26-31bdd8e4d67e	Detection			Annotation	Polygon	116.43	238.05	51.25	35	0.5257	0.9193	11.2361	6.2597	0.6726	0.6453	0.2587	1.335	0.2348	0.5201	0.3631	-0.1786	1.6141	0.4663
kwa-4 肺_Default_Extended.tif	444f9730-748e-4f88-9140-a38be70ec561	Detection			Annotation	Polygon	120.47	244.84	56.5	34	0.6142	0.9476	10.9772	7.379	0.7114	0.7281	0.1218	1.1088	0.2117	0.7089	0.5814	0.0697	1.6539	0.4604
kwa-4 肺_Default_Extended.tif	9d187767-6308-48b3-aae9-becdcd3ce3f8	Detection			Annotation	Polygon	192.86	250.95	51.75	35	0.5309	0.9099	11.7686	5.6718	0.7634	0.7792	0.1831	1.5607	0.2624	0.5973	0.4621	-0.2098	1.6107	0.5054
kwa-4 肺_Default_Extended.tif	6de1b092-2c50-43fa-ae54-c5f81dd02926	Detection			Annotation	Polygon	147.04	269.11	52.25	33	0.6029	0.933	10.1242	7.5	0.5567	0.5612	0.2454	1.021	0.1474	0.402	0.2873	0.1099	1.5285	0.3406
kwa-4 肺_Default_Extended.tif	c7dcf192-9b15-423c-8e7d-b98b1070a4c1	Detection			Annotation	Polygon	119.54	282.57	29.25	26	0.5437	0.9176	7.8351	5.8138	0.5139	0.4779	0.2765	0.9022	0.154	0.4667	0.3202	0.1426	1.4718	0.347
kwa-4 肺_Default_Extended.tif	09e8d32c-6875-4ae0-89c4-741087dfed07	Detection			Annotation	Polygon	149.46	283.77	43.5	32	0.5338	0.9158	9.8625	6.4	0.5955	0.5638	0.2741	1.2637	0.1685	0.4503	0.2898	0.0683	1.574	0.3783
kwa-4 肺_Default_Extended.tif	bf10b5d5-06d4-4e6b-a25a-13217b7299e0	Detection			Annotation	Polygon	231.92	283.83	20.75	22	0.5387	0.9071	6.9462	4.4721	0.4614	0.438	0.2	0.7625	0.122	0.2544	0.165	0.018	1.5945	0.2798
kwa-4 肺_Default_Extended.tif	a8b3c9af-b904-4866-b362-4417b3f2d58b	Detection			Annotation	Polygon	189.44	285.01	67.5	39	0.5577	0.9262	11.5434	8.5	0.7284	0.7189	0.2941	1.4876	0.2072	0.6497	0.5106	-0.0275	1.7232	0.4766
kwa-4 肺_Default_Extended.tif	1b0a89f0-3a06-40e6-a090-061d0a342720	Detection			Annotation	Polygon	127.84	285.66	11	14	0.7053	0.9565	4.4194	3.5	0.7673	0.7521	0.233	1.4456	0.3119	0.8746	0.839	0.0665	1.6622	0.408
kwa-4 肺_Default_Extended.tif	2f6c7829-5808-421e-8315-85b47995fcef	Detection			Annotation	Polygon	168.47	286.27	90	45	0.5585	0.9424	14.0891	8.5	0.4546	0.4478	0.2555	0.7018	0.089	0.2419	0.1921	0.0648	1.0303	0.1511
kwa-4 肺_Default_Extended.tif	133084b7-5788-4319-a8f8-c3b5fee6d8c7	Detection			Annotation	Polygon	122.11	288.21	10.5	15	0.5864	0.8936	4.717	3.3541	0.5162	0.5305	0.2805	0.7963	0.1423	0.5484	0.4551	0.2175	1.4839	0.3404
kwa-4 肺_Default_Extended.tif	e06c8ad2-1ef2-41ff-a177-b44b0c5103c6	Detection			Annotation	Polygon	222.72	294.91	63	39	0.5205	0.9214	11.5434	8.1317	0.6061	0.6146	0.1685	1.0461	0.1863	0.5989	0.473	0.0946	1.5191	0.3928
kwa-4 肺_Default_Extended.tif	b5da26b6-3568-4e37-9f63-709fa0cda64a	Detection			Annotation	Polygon	162.53	294.98	50.75	36	0.4921	0.9083	11.1018	7	0.6564	0.6236	0.1718	1.2921	0.2137	0.6817	0.5726	-0.02	1.7275	0.4559
kwa-4 肺_Default_Extended.tif	4a05a24d-2654-4a46-b4d7-b1488b179712	Detection			Annotation	Polygon	145.7	296.2	28.75	25	0.5781	0.9388	8.544	4.5	0.6954	0.7011	0.2939	1.0994	0.1946	0.5502	0.3218	-0.0722	1.4794	0.5421
kwa-4 肺_Default_Extended.tif	a099debc-5a55-4de5-8f28-ab6ddd034680	Detection			Annotation	Polygon	210.22	299.14	45.5	42	0.3241	0.7879	13.3135	5.6288	0.8223	0.8197	0.3226	1.2951	0.2238	0.548	0.4093	-0.1487	1.461	0.4829
kwa-4 肺_Default_Extended.tif	2f0e8ecf-747f-4ca7-9bd6-cb2de5266ac6	Detection			Annotation	Polygon	230.83	298.1	64.25	37	0.5898	0.9328	10.7973	7.8762	0.6338	0.6325	0.3365	0.9238	0.1179	0.6207	0.4627	0.1386	1.5653	0.4064
kwa-4 肺_Default_Extended.tif	bcf59f5b-26d2-44df-bb9e-bcd85de5a91e	Detection			Annotation	Polygon	146.22	302.04	45	30	0.6283	0.9399	9.2468	7	0.463	0.4391	0.3029	0.8204	0.0919	0.2665	0.2196	0.0517	1.508	0.1664
kwa-4 肺_Default_Extended.tif	6a31a16b-a33a-4be5-87fc-16dae2c3b3bc	Detection			Annotation	Polygon	134.51	303.5	52.5	34	0.5707	0.919	10	7.7782	1.0373	0.8167	0.147	4.3925	0.7978	0.3492	0.3126	-2.7444	1.75	0.7783
kwa-4 肺_Default_Extended.tif	4b5ef911-1aba-426b-95c1-f631ac13df19	Detection			Annotation	Polygon	187.87	305.24	31.5	25	0.6333	0.9438	7.3248	5.5	0.4856	0.4485	0.2105	1.0314	0.1662	0.371	0.2057	0.0075	1.6352	0.3961
kwa-4 肺_Default_Extended.tif	bc1d1d2a-63e4-4b5e-9f97-0650e56c9d31	Detection			Annotation	Polygon	230.29	304.6	62.75	46	0.3727	0.8243	14.2864	6.9354	0.6075	0.5773	0.1889	1.3786	0.2046	0.6001	0.4514	0.019	1.682	0.4635
kwa-4 肺_Default_Extended.tif	939afb2b-65c0-4b54-a2c4-d10036270f12	Detection			Annotation	Polygon	205.17	305.88	25.5	23	0.6058	0.9231	6.9642	5	0.3431	0.3475	0.1582	0.4806	0.0699	0.2543	0.227	0.111	0.6427	0.0878
kwa-4 肺_Default_Extended.tif	48a31430-5b3a-4a36-aa45-8c173302c1fe	Detection			Annotation	Polygon	216.23	305.98	12.5	19	0.4351	0.8	5.3852	3.6872	0.5569	0.5737	0.0929	1.1304	0.2407	0.953	0.881	-0.0352	1.8021	0.5471
kwa-4 肺_Default_Extended.tif	cc1c05a0-e77d-43e1-be17-c9d58f014963	Detection			Annotation	Polygon	206.27	312.53	60.75	37	0.5576	0.917	12.5108	6.4809	0.5148	0.4961	0.2428	0.8311	0.1052	0.2844	0.2179	0.0818	1.5095	0.2378
kwa-4 肺_Default_Extended.tif	01c1034d-9256-466c-b162-d70c99843bd5	Detection			Annotation	Polygon	112.27	319.64	63	38	0.5483	0.9164	11.7686	7.5	0.7169	0.6895	0.1199	2.3243	0.3066	0.4528	0.3349	-1.3185	1.5945	0.5598
kwa-4 肺_Default_Extended.tif	3337c336-9dab-4a18-a59a-09ec93000006	Detection			Annotation	Polygon	212.68	319.87	26.75	25	0.5378	0.9068	7.5169	5.2697	0.5646	0.5462	0.2811	0.8815	0.1331	0.6199	0.4472	0.171	1.6505	0.4205
kwa-4 肺_Default_Extended.tif	88767998-010d-4fd8-a656-d9ee3123eec1	Detection			Annotation	Polygon	188.9	326.87	48.75	33	0.5625	0.9264	11.068	5.5	0.7384	0.7743	0.2091	1.3898	0.2172	0.8677	0.8505	0.0037	1.6211	0.4768
kwa-4 肺_Default_Extended.tif	1a27a5a4-80b8-4b40-aed8-4f6b41760d52	Detection			Annotation	Polygon	181.11	326.67	63.5	39	0.5246	0.9304	12.5	7.7782	0.5802	0.567	0.1184	1.2694	0.1972	0.565	0.3568	-0.0268	1.6888	0.4773
kwa-4 肺_Default_Extended.tif	99f3767a-0ec4-4cb0-8a57-dbfd93ec6a6e	Detection			Annotation	Polygon	207.94	329.34	60.25	43	0.4095	0.906	16.3783	5.0942	0.6593	0.6613	0.1055	1.2693	0.2415	0.811	0.7222	0.0565	1.8793	0.5095
kwa-4 肺_Default_Extended.tif	28a6d512-6d5a-42ee-9d26-343e23361abc	Detection			Annotation	Polygon	111.82	331.2	74.25	40	0.5832	0.9281	11.424	9.3915	0.4739	0.4549	0.0668	1.0272	0.1573	0.3272	0.2516	0.0471	1.6893	0.2624
kwa-4 肺_Default_Extended.tif	726e89d3-b585-4bd2-a87c-78b3b1a609e0	Detection			Annotation	Polygon	130.73	335.77	67.25	43	0.4571	0.8982	13.3843	7.9849	0.4048	0.3978	0.1317	0.9227	0.1573	0.5149	0.3694	0.0621	1.7433	0.4058
kwa-4 肺_Default_Extended.tif	7a7c1dbe-b1c5-43bb-a1db-df0a05120fc6	Detection			Annotation	Polygon	191.86	339.05	53	33	0.6116	0.936	9.7183	7.5	0.4358	0.3904	0.1574	1.0281	0.1619	0.3022	0.2358	0.0762	1.3077	0.2224
kwa-4 肺_Default_Extended.tif	119efcab-0db6-4375-ade4-c50dbcecbaf8	Detection			Annotation	Polygon	229.97	343.56	74.25	40	0.5832	0.9429	11.5553	9	0.5192	0.5062	0.188	1.0826	0.1461	0.3166	0.2262	0.0527	1.4708	0.2577
